relationship_id,source_db,from_table,from_columns,to_table,to_columns,join_condition,relationship_type,validation_status,validation_source,confidence
CAND0225,10.10.10.15:1521/his,LAB.LAB_SHARINGCENTER_MASTER,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,LAB.LAB_SHARINGCENTER_MASTER.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND LAB.LAB_SHARINGCENTER_MASTER.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0226,10.10.10.15:1521/his,LAB.LAB_TEST_BATCH_MASTER,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,LAB.LAB_TEST_BATCH_MASTER.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0227,10.10.10.15:1521/his,LAB.LAB_TEST_BATCH_MASTER,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,LAB.LAB_TEST_BATCH_MASTER.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND LAB.LAB_TEST_BATCH_MASTER.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0228,10.10.10.15:1521/his,LAB.LAB_TEST_BATCH_MASTER,TEST_NO,LAB.LAB_TEST_MASTER,TEST_NO,LAB.LAB_TEST_BATCH_MASTER.TEST_NO=LAB.LAB_TEST_MASTER.TEST_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0229,10.10.10.15:1521/his,LAB.LAB_TEST_ITEMS,TEST_NO,LAB.LAB_TEST_MASTER,TEST_NO,LAB.LAB_TEST_ITEMS.TEST_NO=LAB.LAB_TEST_MASTER.TEST_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0230,10.10.10.15:1521/his,LAB.LAB_TEST_ITEMS,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,LAB.LAB_TEST_ITEMS.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0231,10.10.10.15:1521/his,LAB.LAB_TEST_ITEMS_DETAIL,TEST_NO,LAB.LAB_TEST_MASTER,TEST_NO,LAB.LAB_TEST_ITEMS_DETAIL.TEST_NO=LAB.LAB_TEST_MASTER.TEST_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0232,10.10.10.15:1521/his,LAB.LAB_TEST_MASTER,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,LAB.LAB_TEST_MASTER.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0233,10.10.10.15:1521/his,LAB.LAB_TEST_MASTER,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,LAB.LAB_TEST_MASTER.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND LAB.LAB_TEST_MASTER.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0234,10.10.10.15:1521/his,LAB.LAB_TEST_MASTER,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,LAB.LAB_TEST_MASTER.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0235,10.10.10.15:1521/his,LAB.RUIMEI_INSERT_DATA_WZ,TEST_NO,LAB.LAB_TEST_MASTER,TEST_NO,LAB.RUIMEI_INSERT_DATA_WZ.TEST_NO=LAB.LAB_TEST_MASTER.TEST_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0236,10.10.10.15:1521/his,MEDADM.ACCIDENT_REC,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDADM.ACCIDENT_REC.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0237,10.10.10.15:1521/his,MEDADM.BEDPATS_IN_HOSPITAL,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDADM.BEDPATS_IN_HOSPITAL.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0238,10.10.10.15:1521/his,MEDADM.BEDPATS_IN_HOSPITAL,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDADM.BEDPATS_IN_HOSPITAL.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDADM.BEDPATS_IN_HOSPITAL.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0239,10.10.10.15:1521/his,MEDADM.BEDPATS_IN_HOSPITAL_BACKUP2025,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDADM.BEDPATS_IN_HOSPITAL_BACKUP2025.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0240,10.10.10.15:1521/his,MEDADM.BEDPATS_IN_HOSPITAL_BACKUP2025,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDADM.BEDPATS_IN_HOSPITAL_BACKUP2025.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDADM.BEDPATS_IN_HOSPITAL_BACKUP2025.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0241,10.10.10.15:1521/his,MEDADM.BEDPATS_IN_HOSPITAL_C0525325,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDADM.BEDPATS_IN_HOSPITAL_C0525325.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0242,10.10.10.15:1521/his,MEDADM.BEDPATS_IN_HOSPITAL_C0525325,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDADM.BEDPATS_IN_HOSPITAL_C0525325.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDADM.BEDPATS_IN_HOSPITAL_C0525325.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0243,10.10.10.15:1521/his,MEDADM.CANCEL_DISCHARGE_PAT,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDADM.CANCEL_DISCHARGE_PAT.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0244,10.10.10.15:1521/his,MEDADM.CANCEL_DISCHARGE_PAT,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDADM.CANCEL_DISCHARGE_PAT.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDADM.CANCEL_DISCHARGE_PAT.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0245,10.10.10.15:1521/his,MEDREC.BLOOD_TRANSFUSION,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.BLOOD_TRANSFUSION.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0246,10.10.10.15:1521/his,MEDREC.BLOOD_TRANSFUSION,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDREC.BLOOD_TRANSFUSION.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDREC.BLOOD_TRANSFUSION.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0247,10.10.10.15:1521/his,MEDREC.CARD_ALTER_INFO,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.CARD_ALTER_INFO.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0248,10.10.10.15:1521/his,MEDREC.CARE_UNIT_USAGE,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.CARE_UNIT_USAGE.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0249,10.10.10.15:1521/his,MEDREC.CARE_UNIT_USAGE,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDREC.CARE_UNIT_USAGE.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDREC.CARE_UNIT_USAGE.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0250,10.10.10.15:1521/his,MEDREC.CEQ$FAMILY_DICT,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.CEQ$FAMILY_DICT.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0251,10.10.10.15:1521/his,MEDREC.CLG$FAMILY_DICT,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.CLG$FAMILY_DICT.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0252,10.10.10.15:1521/his,MEDREC.CVR$FAMILY_DICT,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.CVR$FAMILY_DICT.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0253,10.10.10.15:1521/his,MEDREC.DIAGNOSIS,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.DIAGNOSIS.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0254,10.10.10.15:1521/his,MEDREC.DIAGNOSIS,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDREC.DIAGNOSIS.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDREC.DIAGNOSIS.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0255,10.10.10.15:1521/his,MEDREC.DIAGNOSIS_BACKUP2025,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.DIAGNOSIS_BACKUP2025.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0256,10.10.10.15:1521/his,MEDREC.DIAGNOSIS_BACKUP2025,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDREC.DIAGNOSIS_BACKUP2025.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDREC.DIAGNOSIS_BACKUP2025.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0257,10.10.10.15:1521/his,MEDREC.DIAGNOSIS_BK,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.DIAGNOSIS_BK.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0258,10.10.10.15:1521/his,MEDREC.DIAGNOSIS_BK,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDREC.DIAGNOSIS_BK.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDREC.DIAGNOSIS_BK.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0259,10.10.10.15:1521/his,MEDREC.DIAGNOSIS_C0525325,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.DIAGNOSIS_C0525325.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0260,10.10.10.15:1521/his,MEDREC.DIAGNOSIS_C0525325,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDREC.DIAGNOSIS_C0525325.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDREC.DIAGNOSIS_C0525325.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0261,10.10.10.15:1521/his,MEDREC.DIAGNOSIS_EMR,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.DIAGNOSIS_EMR.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0262,10.10.10.15:1521/his,MEDREC.DIAGNOSIS_EMR,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDREC.DIAGNOSIS_EMR.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDREC.DIAGNOSIS_EMR.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0263,10.10.10.15:1521/his,MEDREC.DIAGNOSTIC_CATEGORY,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.DIAGNOSTIC_CATEGORY.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0264,10.10.10.15:1521/his,MEDREC.DIAGNOSTIC_CATEGORY,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDREC.DIAGNOSTIC_CATEGORY.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDREC.DIAGNOSTIC_CATEGORY.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0265,10.10.10.15:1521/his,MEDREC.DIAG_COMPARING,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.DIAG_COMPARING.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0266,10.10.10.15:1521/his,MEDREC.DIAG_COMPARING,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDREC.DIAG_COMPARING.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDREC.DIAG_COMPARING.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0267,10.10.10.15:1521/his,MEDREC.DISEASE_SOURCE_REC,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.DISEASE_SOURCE_REC.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0268,10.10.10.15:1521/his,MEDREC.FAMILY_DICT,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.FAMILY_DICT.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0269,10.10.10.15:1521/his,MEDREC.GJFXJC,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.GJFXJC.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0270,10.10.10.15:1521/his,MEDREC.INP_DISCHARGED_ARREAR_REC,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.INP_DISCHARGED_ARREAR_REC.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0271,10.10.10.15:1521/his,MEDREC.INP_DISCHARGED_ARREAR_REC,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDREC.INP_DISCHARGED_ARREAR_REC.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDREC.INP_DISCHARGED_ARREAR_REC.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0272,10.10.10.15:1521/his,MEDREC.INP_MR_REC,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.INP_MR_REC.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0273,10.10.10.15:1521/his,MEDREC.JH_OPERATION,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.JH_OPERATION.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0274,10.10.10.15:1521/his,MEDREC.JH_OPERATION,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDREC.JH_OPERATION.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDREC.JH_OPERATION.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0275,10.10.10.15:1521/his,MEDREC.MDC_CASE_RECORD,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.MDC_CASE_RECORD.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0276,10.10.10.15:1521/his,MEDREC.MDC_CASE_RECORD,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDREC.MDC_CASE_RECORD.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDREC.MDC_CASE_RECORD.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0277,10.10.10.15:1521/his,MEDREC.MEDICALSYS_FIRST_DIAGNOSE,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.MEDICALSYS_FIRST_DIAGNOSE.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0278,10.10.10.15:1521/his,MEDREC.MEDICAL_ADDITION_COSTS,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.MEDICAL_ADDITION_COSTS.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0279,10.10.10.15:1521/his,MEDREC.MEDICAL_ADDITION_COSTS,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDREC.MEDICAL_ADDITION_COSTS.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDREC.MEDICAL_ADDITION_COSTS.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0280,10.10.10.15:1521/his,MEDREC.MEDICAL_CARD_EHEALTH,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.MEDICAL_CARD_EHEALTH.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0281,10.10.10.15:1521/his,MEDREC.MEDICAL_CARD_MEMO,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.MEDICAL_CARD_MEMO.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0282,10.10.10.15:1521/his,MEDREC.MEDICAL_CARD_MEMO,RCPT_NO,OUTPBILL.OUTP_RCPT_MASTER,RCPT_NO,MEDREC.MEDICAL_CARD_MEMO.RCPT_NO=OUTPBILL.OUTP_RCPT_MASTER.RCPT_NO,name_inferred_candidate,candidate,column_name_pattern,C
CAND0283,10.10.10.15:1521/his,MEDREC.MEDICAL_CARD_NUM_RECORD,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.MEDICAL_CARD_NUM_RECORD.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0284,10.10.10.15:1521/his,MEDREC.MEDICAL_CARD_VS_IDNO,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.MEDICAL_CARD_VS_IDNO.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0285,10.10.10.15:1521/his,MEDREC.MEDICAL_CARD_VS_IDNO_DEL_BK,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.MEDICAL_CARD_VS_IDNO_DEL_BK.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0286,10.10.10.15:1521/his,MEDREC.MEDICAL_COSTS,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.MEDICAL_COSTS.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0287,10.10.10.15:1521/his,MEDREC.MEDICAL_COSTS,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDREC.MEDICAL_COSTS.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDREC.MEDICAL_COSTS.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0288,10.10.10.15:1521/his,MEDREC.MEDICAL_RECORD_REVIEW_TABLE,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.MEDICAL_RECORD_REVIEW_TABLE.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0289,10.10.10.15:1521/his,MEDREC.MEDICAL_RECORD_REVIEW_TABLE,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDREC.MEDICAL_RECORD_REVIEW_TABLE.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDREC.MEDICAL_RECORD_REVIEW_TABLE.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0290,10.10.10.15:1521/his,MEDREC.MR_BILL_COSTS,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.MR_BILL_COSTS.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0291,10.10.10.15:1521/his,MEDREC.MR_BILL_COSTS,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDREC.MR_BILL_COSTS.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDREC.MR_BILL_COSTS.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0292,10.10.10.15:1521/his,MEDREC.MR_BILL_COSTS1,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.MR_BILL_COSTS1.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0293,10.10.10.15:1521/his,MEDREC.MR_BILL_COSTS1,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDREC.MR_BILL_COSTS1.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDREC.MR_BILL_COSTS1.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0294,10.10.10.15:1521/his,MEDREC.MR_BILL_COSTSAA,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.MR_BILL_COSTSAA.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0295,10.10.10.15:1521/his,MEDREC.MR_BILL_COSTSAA,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDREC.MR_BILL_COSTSAA.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDREC.MR_BILL_COSTSAA.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0296,10.10.10.15:1521/his,MEDREC.MR_BILL_COSTS_PATIENTINF,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.MR_BILL_COSTS_PATIENTINF.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0297,10.10.10.15:1521/his,MEDREC.MR_BILL_COSTS_PATIENTINF,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDREC.MR_BILL_COSTS_PATIENTINF.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDREC.MR_BILL_COSTS_PATIENTINF.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0298,10.10.10.15:1521/his,MEDREC.MR_DIAGNOSIS,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.MR_DIAGNOSIS.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0299,10.10.10.15:1521/his,MEDREC.MR_DIAGNOSIS,PATIENT_ID+VISIT_ID,MEDREC.PAT_VISIT,PATIENT_ID+VISIT_ID,MEDREC.MR_DIAGNOSIS.PATIENT_ID=MEDREC.PAT_VISIT.PATIENT_ID AND MEDREC.MR_DIAGNOSIS.VISIT_ID=MEDREC.PAT_VISIT.VISIT_ID,name_inferred_candidate,candidate,column_name_pattern,C
CAND0300,10.10.10.15:1521/his,MEDREC.MR_DIAG_COMPARING,PATIENT_ID,MEDREC.PAT_MASTER_INDEX,PATIENT_ID,MEDREC.MR_DIAG_COMPARING.PATIENT_ID=MEDREC.PAT_MASTER_INDEX.PATIENT_ID,name_inferred_candidate,candidate,column_name_pattern,C
