系统,库名,表名,业务对象,候选主键,总数,去重数,重复数,空值数,是否可作为主键,是否可跨系统关联,风险说明
HIS_SOURCE,his_ready_10_10_15,LAB.LAB_TEST_MASTER,检验,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.LAB_TEST_MASTER,检验,TEST_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.LAB_TEST_MASTER,检验,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.QUALITY_CON_LIST,检验,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.QUALITY_CON_PARAMETER_LIST,检验,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.RUIMEI_INSERT_DATA_WZ,检验,TEST_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,LAB.SYMBOL_DICT,检验,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.ACCIDENT_REC,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.ASST_PLAN_INDEX,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.BEDPATS_IN_HOSPITAL,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.BEDPATS_IN_HOSPITAL,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.BEDPATS_IN_HOSPITAL,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.BEDPATS_IN_HOSPITAL_BACKUP2025,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.BEDPATS_IN_HOSPITAL_BACKUP2025,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.BEDPATS_IN_HOSPITAL_BACKUP2025,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.BEDPATS_IN_HOSPITAL_C0525325,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.BEDPATS_IN_HOSPITAL_C0525325,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.BEDPATS_IN_HOSPITAL_C0525325,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.CANCEL_DISCHARGE_PAT,费用收费,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.CANCEL_DISCHARGE_PAT,费用收费,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.CANCEL_DISCHARGE_PAT,费用收费,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.DEPT_ADT_DAY,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.DEPT_ASST_DAY,科室字典,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.DEPT_ASST_DAY,科室字典,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.DEPT_EMPTY_BED,科室字典,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.DEPT_EXAM_DAY,检查,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.DEPT_EXAM_DAY_NEW,检查,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.DEPT_LOAD_DAY,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.DEPT_NURSE_DAY,护理,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.DEPT_NURSE_DAY,护理,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.DEPT_OPERATION_DAY,手术,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.DEPT_OUTP_NUM_DAY,门诊就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.DEPT_TEST_DAY,检验,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.DEPT_TEST_DAY,检验,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.DEPT_TREATE_DAY,科室字典,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.DEPT_TREATE_DAY,科室字典,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.EMERGENCY_DAY,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.PLAN_INDEX,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.QU_ASST_TREAT_DEPT,科室字典,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.QU_ASST_TREAT_DEPT,科室字典,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.QU_DEPT_BED_REC,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.QU_EFFCIENCY_DEPT,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.QU_EMERGENCY_NUM,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.QU_EXAM_DEPT,检查,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.QU_LOAD_DEPT,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.QU_MANAGE_QLTY_DEPT,科室字典,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.QU_OPERATION_DEPT,手术,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.QU_OUTP_CLINIC_NUM,门诊就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.QU_TEST_DEPT,检验,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.QU_TEST_DEPT,检验,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.QU_THERAPY_QLTY_DEPT,科室字典,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.SPECIAL_DISE_DICT,标准映射表,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.SPT_SHARINGCENTER_STATISTICS,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.ST_DISPENSE,药品,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.ST_EXAM,检查,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.ST_INP_ED_DOCTOR_DAY,住院就诊,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.ST_INP_OD_DOCTOR_DAY,住院就诊,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.ST_LAB,检验,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.ST_OUTP_ED_DOCTOR_DAY,门诊就诊,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.ST_OUTP_OD_DOCTOR_DAY,门诊就诊,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDADM.WAED_ADT_DAY,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.BLOOD_TRANSFUSION,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.BLOOD_TRANSFUSION,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.CARD_ALTER_INFO,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.CARE_UNIT_USAGE,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.CARE_UNIT_USAGE,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.CEQ$FAMILY_DICT,标准映射表,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.CLG$FAMILY_DICT,标准映射表,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.CVR$FAMILY_DICT,标准映射表,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.DEPT_STAFF_MANAGER_DICT,科室字典,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.DIAGNOSIS,诊断,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.DIAGNOSIS,诊断,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.DIAGNOSIS_BACKUP2025,诊断,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.DIAGNOSIS_BACKUP2025,诊断,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.DIAGNOSIS_BK,诊断,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.DIAGNOSIS_BK,诊断,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.DIAGNOSIS_C0525325,诊断,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.DIAGNOSIS_C0525325,诊断,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.DIAGNOSIS_EMR,诊断,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.DIAGNOSIS_EMR,诊断,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.DIAGNOSIS_EMR,诊断,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.DIAGNOSTIC_CATEGORY,诊断,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.DIAGNOSTIC_CATEGORY,诊断,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.DIAG_COMPARING,诊断,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.DIAG_COMPARING,诊断,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.DISEASE_SOURCE_REC,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.FAMILY_DICT,标准映射表,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.GJFXJC,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.INP_DISCHARGED_ARREAR_REC,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.INP_DISCHARGED_ARREAR_REC,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.INP_MR_REC,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.JH_OPERATION,手术,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.JH_OPERATION,手术,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MDC_CASE_RECORD,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MDC_CASE_RECORD,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MDC_CASE_RECORD,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MDC_CASE_RECORD,住院就诊,USER_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MDC_CLASS_DICT,标准映射表,USER_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MEDICALSYS_FIRST_DIAGNOSE,诊断,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MEDICAL_ADDITION_COSTS,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MEDICAL_ADDITION_COSTS,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MEDICAL_CARD_EHEALTH,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MEDICAL_CARD_MEMO,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MEDICAL_CARD_MEMO,住院就诊,RCPT_NO,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MEDICAL_CARD_NUM_RECORD,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MEDICAL_CARD_VS_IDNO,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MEDICAL_CARD_VS_IDNO_DEL_BK,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MEDICAL_COSTS,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MEDICAL_COSTS,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MEDICAL_RECORD_REVIEW_TABLE,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MEDICAL_RECORD_REVIEW_TABLE,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MODEL_ITEMS,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_BASE_DICT,病历文书,ITEM_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_BILL_COSTS,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_BILL_COSTS,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_BILL_COSTS1,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_BILL_COSTS1,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_BILL_COSTSAA,病历文书,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_BILL_COSTSAA,病历文书,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_BILL_COSTS_PATIENTINF,患者主索引,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_BILL_COSTS_PATIENTINF,患者主索引,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_CATALOGER_VS_DEPT,病历文书,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_COPY_REC,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_DIAGNOSIS,诊断,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_DIAGNOSIS,诊断,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_DIAG_COMPARING,诊断,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_DIAG_COMPARING,诊断,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_FILE_INDEX,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_FILE_INDEX,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_INDEX,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_INDEX,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_ON_LINE,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_ON_LINE,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_OPERATION,手术,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_OPERATION,手术,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_PAT_VISIT,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_PAT_VISIT,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_RCD_BABY,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_RCD_BABY,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_RCD_MOM,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_RCD_MOM,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_READ_LOG,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_READ_LOG,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_REC,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_REC,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_TEMPLET_INDEX,病历文书,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_TRANSFER,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.MR_TRANSFER,住院就诊,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.NEWBORN_EVAL,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.NEWBORN_EVAL,住院就诊,DEPT_CODE,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.NEWBORN_REC,住院就诊,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.OPERATION,手术,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.OPERATION,手术,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.OPERATION_1,手术,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.OPERATION_1,手术,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.OPERATION_BK,手术,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.OPERATION_BK,手术,PATIENT_ID+VISIT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
HIS_SOURCE,his_ready_10_10_15,MEDREC.PATIENT_CARD_INFO,患者主索引,PATIENT_ID,,,,,待验证,待验证,需结合唯一性、空值率和业务含义验证
